g,a,z,prop
0,0,0,0
0.01,0,0,0
0.02,0,0,0
0.03,0,0,0
0.04,0,0,0
0.05,0,0,0
0.06,0,0,0
0.07,0,0,0
0.08,0,0,0
0.09,0,0,0
0.1,0,0,0
0.11,0,0,0
0.12,0,0,0
0.13,0,0,0
0.14,0,0,0
0.15,0,0,0.047619047619047616
0.16,0,0,0.10952380952380952
0.17,0,0,0.16666666666666666
0.18,0,0,0.21428571428571427
0.19,0,0,0.26666666666666666
0.2,0,0,0.30952380952380953
0.21,0,0,0.3619047619047619
0.22,0,0,0.4
0.23,0,0,0.45714285714285713
0.24,0,0,0.5047619047619047
0.25,0,0,0.5523809523809524
0.26,0,0,0.5952380952380952
0.27,0,0,0.6428571428571429
0.28,0,0,0.6952380952380952
0.29,0,0,0.7428571428571429
0.3,0,0,0.8
0.31,0,0,0.8476190476190476
0.32,0,0,0.8904761904761904
0.33,0,0,0.9285714285714286
0.34,0,0,1
0.35,0,0,1
0.36,0,0,1
0.37,0,0,1
0.38,0,0,1
0.39,0,0,1
0.4,0,0,1
0.41,0,0,1
0.42,0,0,1
0.43,0,0,1
0.44,0,0,1
0.45,0,0,1
0.46,0,0,1
0.47,0,0,1
0.48,0,0,1
0.49,0,0,1
0.5,0,0,1
0.51,0,0,1
0.52,0,0,1
0.53,0,0,1
0.54,0,0,1
0.55,0,0,1
0.56,0,0,1
0.57,0,0,1
0.58,0,0,1
0.59,0,0,1
0.6,0,0,1
0.61,0,0,1
0.62,0,0,1
0.63,0,0,1
0.64,0,0,1
0.65,0,0,1
0.66,0,0,1
0.67,0,0,1
0.68,0,0,1
0.69,0,0,1
0.7,0,0,1
0.71,0,0,1
0.72,0,0,1
0.73,0,0,1
0.74,0,0,1
0.75,0,0,1
0.76,0,0,1
0.77,0,0,1
0.78,0,0,1
0.79,0,0,1
0.8,0,0,1
0.81,0,0,1
0.82,0,0,1
0.83,0,0,1
0.84,0,0,1
0.85,0,0,1
0.86,0,0,1
0.87,0,0,1
0.88,0,0,1
0.89,0,0,1
0.9,0,0,1
0.91,0,0,1
0.92,0,0,1
0.93,0,0,1
0.94,0,0,1
0.95,0,0,1
0.96,0,0,1
0.97,0,0,1
0.98,0,0,1
0.99,0,0,1
0,0.05,0,0
0.01,0.05,0,0
0.02,0.05,0,0
0.03,0.05,0,0
0.04,0.05,0,0
0.05,0.05,0,0
0.06,0.05,0,0
0.07,0.05,0,0
0.08,0.05,0,0
0.09,0.05,0,0
0.1,0.05,0,0
0.11,0.05,0,0
0.12,0.05,0,0
0.13,0.05,0,0
0.14,0.05,0,0
0.15,0.05,0,0
0.16,0.05,0,0.014285714285714285
0.17,0.05,0,0.09047619047619047
0.18,0.05,0,0.13333333333333333
0.19,0.05,0,0.1761904761904762
0.2,0.05,0,0.22380952380952382
0.21,0.05,0,0.26666666666666666
0.22,0.05,0,0.3
0.23,0.05,0,0.3476190476190476
0.24,0.05,0,0.3904761904761905
0.25,0.05,0,0.43333333333333335
0.26,0.05,0,0.4714285714285714
0.27,0.05,0,0.5190476190476191
0.28,0.05,0,0.5571428571428572
0.29,0.05,0,0.6047619047619047
0.3,0.05,0,0.6428571428571429
0.31,0.05,0,0.6904761904761905
0.32,0.05,0,0.7333333333333333
0.33,0.05,0,0.780952380952381
0.34,0.05,0,0.8238095238095238
0.35,0.05,0,0.8666666666666667
0.36,0.05,0,0.9142857142857143
0.37,0.05,0,1
0.38,0.05,0,1
0.39,0.05,0,1
0.4,0.05,0,1
0.41,0.05,0,1
0.42,0.05,0,1
0.43,0.05,0,1
0.44,0.05,0,1
0.45,0.05,0,1
0.46,0.05,0,1
0.47,0.05,0,1
0.48,0.05,0,1
0.49,0.05,0,1
0.5,0.05,0,1
0.51,0.05,0,1
0.52,0.05,0,1
0.53,0.05,0,1
0.54,0.05,0,1
0.55,0.05,0,1
0.56,0.05,0,1
0.57,0.05,0,1
0.58,0.05,0,1
0.59,0.05,0,1
0.6,0.05,0,1
0.61,0.05,0,1
0.62,0.05,0,1
0.63,0.05,0,1
0.64,0.05,0,1
0.65,0.05,0,1
0.66,0.05,0,1
0.67,0.05,0,1
0.68,0.05,0,1
0.69,0.05,0,1
0.7,0.05,0,1
0.71,0.05,0,1
0.72,0.05,0,1
0.73,0.05,0,1
0.74,0.05,0,1
0.75,0.05,0,1
0.76,0.05,0,1
0.77,0.05,0,1
0.78,0.05,0,1
0.79,0.05,0,1
0.8,0.05,0,1
0.81,0.05,0,1
0.82,0.05,0,1
0.83,0.05,0,1
0.84,0.05,0,1
0.85,0.05,0,1
0.86,0.05,0,1
0.87,0.05,0,1
0.88,0.05,0,1
0.89,0.05,0,1
0.9,0.05,0,1
0.91,0.05,0,1
0.92,0.05,0,1
0.93,0.05,0,1
0.94,0.05,0,1
0.95,0.05,0,1
0.96,0.05,0,1
0.97,0.05,0,1
0.98,0.05,0,1
0.99,0.05,0,1
0,0.1,0,0
0.01,0.1,0,0
0.02,0.1,0,0
0.03,0.1,0,0
0.04,0.1,0,0
0.05,0.1,0,0
0.06,0.1,0,0
0.07,0.1,0,0
0.08,0.1,0,0
0.09,0.1,0,0
0.1,0.1,0,0
0.11,0.1,0,0
0.12,0.1,0,0
0.13,0.1,0,0
0.14,0.1,0,0
0.15,0.1,0,0
0.16,0.1,0,0
0.17,0.1,0,0
0.18,0.1,0,0.06666666666666667
0.19,0.1,0,0.11428571428571428
0.2,0.1,0,0.1523809523809524
0.21,0.1,0,0.19047619047619047
0.22,0.1,0,0.22857142857142856
0.23,0.1,0,0.2714285714285714
0.24,0.1,0,0.3
0.25,0.1,0,0.3333333333333333
0.26,0.1,0,0.3761904761904762
0.27,0.1,0,0.4142857142857143
0.28,0.1,0,0.45714285714285713
0.29,0.1,0,0.49523809523809526
0.3,0.1,0,0.5380952380952381
0.31,0.1,0,0.5761904761904761
0.32,0.1,0,0.6095238095238096
0.33,0.1,0,0.6571428571428571
0.34,0.1,0,0.6952380952380952
0.35,0.1,0,0.7380952380952381
0.36,0.1,0,0.780952380952381
0.37,0.1,0,0.8238095238095238
0.38,0.1,0,0.8666666666666667
0.39,0.1,0,0.919047619047619
0.4,0.1,0,0.9809523809523809
0.41,0.1,0,1
0.42,0.1,0,1
0.43,0.1,0,1
0.44,0.1,0,1
0.45,0.1,0,1
0.46,0.1,0,1
0.47,0.1,0,1
0.48,0.1,0,1
0.49,0.1,0,1
0.5,0.1,0,1
0.51,0.1,0,1
0.52,0.1,0,1
0.53,0.1,0,1
0.54,0.1,0,1
0.55,0.1,0,1
0.56,0.1,0,1
0.57,0.1,0,1
0.58,0.1,0,1
0.59,0.1,0,1
0.6,0.1,0,1
0.61,0.1,0,1
0.62,0.1,0,1
0.63,0.1,0,1
0.64,0.1,0,1
0.65,0.1,0,1
0.66,0.1,0,1
0.67,0.1,0,1
0.68,0.1,0,1
0.69,0.1,0,1
0.7,0.1,0,1
0.71,0.1,0,1
0.72,0.1,0,1
0.73,0.1,0,1
0.74,0.1,0,1
0.75,0.1,0,1
0.76,0.1,0,1
0.77,0.1,0,1
0.78,0.1,0,1
0.79,0.1,0,1
0.8,0.1,0,1
0.81,0.1,0,1
0.82,0.1,0,1
0.83,0.1,0,1
0.84,0.1,0,1
0.85,0.1,0,1
0.86,0.1,0,1
0.87,0.1,0,1
0.88,0.1,0,1
0.89,0.1,0,1
0.9,0.1,0,1
0.91,0.1,0,1
0.92,0.1,0,1
0.93,0.1,0,1
0.94,0.1,0,1
0.95,0.1,0,1
0.96,0.1,0,1
0.97,0.1,0,1
0.98,0.1,0,1
0.99,0.1,0,1
0,0.15,0,0
0.01,0.15,0,0
0.02,0.15,0,0
0.03,0.15,0,0
0.04,0.15,0,0
0.05,0.15,0,0
0.06,0.15,0,0
0.07,0.15,0,0
0.08,0.15,0,0
0.09,0.15,0,0
0.1,0.15,0,0
0.11,0.15,0,0
0.12,0.15,0,0
0.13,0.15,0,0
0.14,0.15,0,0
0.15,0.15,0,0
0.16,0.15,0,0
0.17,0.15,0,0
0.18,0.15,0,0
0.19,0.15,0,0.047619047619047616
0.2,0.15,0,0.09523809523809523
0.21,0.15,0,0.13333333333333333
0.22,0.15,0,0.17142857142857143
0.23,0.15,0,0.2
0.24,0.15,0,0.23333333333333334
0.25,0.15,0,0.2714285714285714
0.26,0.15,0,0.3
0.27,0.15,0,0.3333333333333333
0.28,0.15,0,0.37142857142857144
0.29,0.15,0,0.40476190476190477
0.3,0.15,0,0.44761904761904764
0.31,0.15,0,0.48095238095238096
0.32,0.15,0,0.5190476190476191
0.33,0.15,0,0.5571428571428572
0.34,0.15,0,0.5904761904761905
0.35,0.15,0,0.6285714285714286
0.36,0.15,0,0.6714285714285714
0.37,0.15,0,0.719047619047619
0.38,0.15,0,0.7619047619047619
0.39,0.15,0,0.8
0.4,0.15,0,0.8380952380952381
0.41,0.15,0,0.8809523809523809
0.42,0.15,0,0.9238095238095239
0.43,0.15,0,1
0.44,0.15,0,1
0.45,0.15,0,1
0.46,0.15,0,1
0.47,0.15,0,1
0.48,0.15,0,1
0.49,0.15,0,1
0.5,0.15,0,1
0.51,0.15,0,1
0.52,0.15,0,1
0.53,0.15,0,1
0.54,0.15,0,1
0.55,0.15,0,1
0.56,0.15,0,1
0.57,0.15,0,1
0.58,0.15,0,1
0.59,0.15,0,1
0.6,0.15,0,1
0.61,0.15,0,1
0.62,0.15,0,1
0.63,0.15,0,1
0.64,0.15,0,1
0.65,0.15,0,1
0.66,0.15,0,1
0.67,0.15,0,1
0.68,0.15,0,1
0.69,0.15,0,1
0.7,0.15,0,1
0.71,0.15,0,1
0.72,0.15,0,1
0.73,0.15,0,1
0.74,0.15,0,1
0.75,0.15,0,1
0.76,0.15,0,1
0.77,0.15,0,1
0.78,0.15,0,1
0.79,0.15,0,1
0.8,0.15,0,1
0.81,0.15,0,1
0.82,0.15,0,1
0.83,0.15,0,1
0.84,0.15,0,1
0.85,0.15,0,1
0.86,0.15,0,1
0.87,0.15,0,1
0.88,0.15,0,1
0.89,0.15,0,1
0.9,0.15,0,1
0.91,0.15,0,1
0.92,0.15,0,1
0.93,0.15,0,1
0.94,0.15,0,1
0.95,0.15,0,1
0.96,0.15,0,1
0.97,0.15,0,1
0.98,0.15,0,1
0.99,0.15,0,1
0,0.2,0,0
0.01,0.2,0,0
0.02,0.2,0,0
0.03,0.2,0,0
0.04,0.2,0,0
0.05,0.2,0,0
0.06,0.2,0,0
0.07,0.2,0,0
0.08,0.2,0,0
0.09,0.2,0,0
0.1,0.2,0,0
0.11,0.2,0,0
0.12,0.2,0,0
0.13,0.2,0,0
0.14,0.2,0,0
0.15,0.2,0,0
0.16,0.2,0,0
0.17,0.2,0,0
0.18,0.2,0,0
0.19,0.2,0,0
0.2,0.2,0,0.03333333333333333
0.21,0.2,0,0.08095238095238096
0.22,0.2,0,0.11428571428571428
0.23,0.2,0,0.1523809523809524
0.24,0.2,0,0.17142857142857143
0.25,0.2,0,0.20476190476190476
0.26,0.2,0,0.23809523809523808
0.27,0.2,0,0.2714285714285714
0.28,0.2,0,0.3
0.29,0.2,0,0.3333333333333333
0.3,0.2,0,0.36666666666666664
0.31,0.2,0,0.4
0.32,0.2,0,0.44285714285714284
0.33,0.2,0,0.4714285714285714
0.34,0.2,0,0.5047619047619047
0.35,0.2,0,0.5380952380952381
0.36,0.2,0,0.580952380952381
0.37,0.2,0,0.6142857142857143
0.38,0.2,0,0.6571428571428571
0.39,0.2,0,0.7
0.4,0.2,0,0.7380952380952381
0.41,0.2,0,0.7857142857142857
0.42,0.2,0,0.819047619047619
0.43,0.2,0,0.8714285714285714
0.44,0.2,0,0.919047619047619
0.45,0.2,0,1
0.46,0.2,0,1
0.47,0.2,0,1
0.48,0.2,0,1
0.49,0.2,0,1
0.5,0.2,0,1
0.51,0.2,0,1
0.52,0.2,0,1
0.53,0.2,0,1
0.54,0.2,0,1
0.55,0.2,0,1
0.56,0.2,0,1
0.57,0.2,0,1
0.58,0.2,0,1
0.59,0.2,0,1
0.6,0.2,0,1
0.61,0.2,0,1
0.62,0.2,0,1
0.63,0.2,0,1
0.64,0.2,0,1
0.65,0.2,0,1
0.66,0.2,0,1
0.67,0.2,0,1
0.68,0.2,0,1
0.69,0.2,0,1
0.7,0.2,0,1
0.71,0.2,0,1
0.72,0.2,0,1
0.73,0.2,0,1
0.74,0.2,0,1
0.75,0.2,0,1
0.76,0.2,0,1
0.77,0.2,0,1
0.78,0.2,0,1
0.79,0.2,0,1
0.8,0.2,0,1
0.81,0.2,0,1
0.82,0.2,0,1
0.83,0.2,0,1
0.84,0.2,0,1
0.85,0.2,0,1
0.86,0.2,0,1
0.87,0.2,0,1
0.88,0.2,0,1
0.89,0.2,0,1
0.9,0.2,0,1
0.91,0.2,0,1
0.92,0.2,0,1
0.93,0.2,0,1
0.94,0.2,0,1
0.95,0.2,0,1
0.96,0.2,0,1
0.97,0.2,0,1
0.98,0.2,0,1
0.99,0.2,0,1
0,0.25,0,0
0.01,0.25,0,0
0.02,0.25,0,0
0.03,0.25,0,0
0.04,0.25,0,0
0.05,0.25,0,0
0.06,0.25,0,0
0.07,0.25,0,0
0.08,0.25,0,0
0.09,0.25,0,0
0.1,0.25,0,0
0.11,0.25,0,0
0.12,0.25,0,0
0.13,0.25,0,0
0.14,0.25,0,0
0.15,0.25,0,0
0.16,0.25,0,0
0.17,0.25,0,0
0.18,0.25,0,0
0.19,0.25,0,0
0.2,0.25,0,0
0.21,0.25,0,0.01904761904761905
0.22,0.25,0,0.06666666666666667
0.23,0.25,0,0.10476190476190476
0.24,0.25,0,0.13333333333333333
0.25,0.25,0,0.1523809523809524
0.26,0.25,0,0.19047619047619047
0.27,0.25,0,0.21904761904761905
0.28,0.25,0,0.24761904761904763
0.29,0.25,0,0.28095238095238095
0.3,0.25,0,0.3047619047619048
0.31,0.25,0,0.3380952380952381
0.32,0.25,0,0.36666666666666664
0.33,0.25,0,0.4
0.34,0.25,0,0.4380952380952381
0.35,0.25,0,0.4666666666666667
0.36,0.25,0,0.5047619047619047
0.37,0.25,0,0.5333333333333333
0.38,0.25,0,0.5666666666666667
0.39,0.25,0,0.6095238095238096
0.4,0.25,0,0.6476190476190476
0.41,0.25,0,0.6904761904761905
0.42,0.25,0,0.7285714285714285
0.43,0.25,0,0.7714285714285715
0.44,0.25,0,0.819047619047619
0.45,0.25,0,0.8714285714285714
0.46,0.25,0,0.9142857142857143
0.47,0.25,0,1
0.48,0.25,0,1
0.49,0.25,0,1
0.5,0.25,0,1
0.51,0.25,0,1
0.52,0.25,0,1
0.53,0.25,0,1
0.54,0.25,0,1
0.55,0.25,0,1
0.56,0.25,0,1
0.57,0.25,0,1
0.58,0.25,0,1
0.59,0.25,0,1
0.6,0.25,0,1
0.61,0.25,0,1
0.62,0.25,0,1
0.63,0.25,0,1
0.64,0.25,0,1
0.65,0.25,0,1
0.66,0.25,0,1
0.67,0.25,0,1
0.68,0.25,0,1
0.69,0.25,0,1
0.7,0.25,0,1
0.71,0.25,0,1
0.72,0.25,0,1
0.73,0.25,0,1
0.74,0.25,0,1
0.75,0.25,0,1
0.76,0.25,0,1
0.77,0.25,0,1
0.78,0.25,0,1
0.79,0.25,0,1
0.8,0.25,0,1
0.81,0.25,0,1
0.82,0.25,0,1
0.83,0.25,0,1
0.84,0.25,0,1
0.85,0.25,0,1
0.86,0.25,0,1
0.87,0.25,0,1
0.88,0.25,0,1
0.89,0.25,0,1
0.9,0.25,0,1
0.91,0.25,0,1
0.92,0.25,0,1
0.93,0.25,0,1
0.94,0.25,0,1
0.95,0.25,0,1
0.96,0.25,0,1
0.97,0.25,0,1
0.98,0.25,0,1
0.99,0.25,0,1
0,0.3,0,0
0.01,0.3,0,0
0.02,0.3,0,0
0.03,0.3,0,0
0.04,0.3,0,0
0.05,0.3,0,0
0.06,0.3,0,0
0.07,0.3,0,0
0.08,0.3,0,0
0.09,0.3,0,0
0.1,0.3,0,0
0.11,0.3,0,0
0.12,0.3,0,0
0.13,0.3,0,0
0.14,0.3,0,0
0.15,0.3,0,0
0.16,0.3,0,0
0.17,0.3,0,0
0.18,0.3,0,0
0.19,0.3,0,0
0.2,0.3,0,0
0.21,0.3,0,0
0.22,0.3,0,0
0.23,0.3,0,0.05714285714285714
0.24,0.3,0,0.09047619047619047
0.25,0.3,0,0.11428571428571428
0.26,0.3,0,0.14285714285714285
0.27,0.3,0,0.17142857142857143
0.28,0.3,0,0.19523809523809524
0.29,0.3,0,0.21904761904761905
0.3,0.3,0,0.2523809523809524
0.31,0.3,0,0.28095238095238095
0.32,0.3,0,0.3047619047619048
0.33,0.3,0,0.34285714285714286
0.34,0.3,0,0.36666666666666664
0.35,0.3,0,0.4
0.36,0.3,0,0.43333333333333335
0.37,0.3,0,0.46190476190476193
0.38,0.3,0,0.5
0.39,0.3,0,0.5285714285714286
0.4,0.3,0,0.5666666666666667
0.41,0.3,0,0.6095238095238096
0.42,0.3,0,0.6476190476190476
0.43,0.3,0,0.6904761904761905
0.44,0.3,0,0.7333333333333333
0.45,0.3,0,0.7714285714285715
0.46,0.3,0,0.819047619047619
0.47,0.3,0,0.8714285714285714
0.48,0.3,0,0.9238095238095239
0.49,0.3,0,1
0.5,0.3,0,1
0.51,0.3,0,1
0.52,0.3,0,1
0.53,0.3,0,1
0.54,0.3,0,1
0.55,0.3,0,1
0.56,0.3,0,1
0.57,0.3,0,1
0.58,0.3,0,1
0.59,0.3,0,1
0.6,0.3,0,1
0.61,0.3,0,1
0.62,0.3,0,1
0.63,0.3,0,1
0.64,0.3,0,1
0.65,0.3,0,1
0.66,0.3,0,1
0.67,0.3,0,1
0.68,0.3,0,1
0.69,0.3,0,1
0.7,0.3,0,1
0.71,0.3,0,1
0.72,0.3,0,1
0.73,0.3,0,1
0.74,0.3,0,1
0.75,0.3,0,1
0.76,0.3,0,1
0.77,0.3,0,1
0.78,0.3,0,1
0.79,0.3,0,1
0.8,0.3,0,1
0.81,0.3,0,1
0.82,0.3,0,1
0.83,0.3,0,1
0.84,0.3,0,1
0.85,0.3,0,1
0.86,0.3,0,1
0.87,0.3,0,1
0.88,0.3,0,1
0.89,0.3,0,1
0.9,0.3,0,1
0.91,0.3,0,1
0.92,0.3,0,1
0.93,0.3,0,1
0.94,0.3,0,1
0.95,0.3,0,1
0.96,0.3,0,1
0.97,0.3,0,1
0.98,0.3,0,1
0.99,0.3,0,1
0,0.35,0,0
0.01,0.35,0,0
0.02,0.35,0,0
0.03,0.35,0,0
0.04,0.35,0,0
0.05,0.35,0,0
0.06,0.35,0,0
0.07,0.35,0,0
0.08,0.35,0,0
0.09,0.35,0,0
0.1,0.35,0,0
0.11,0.35,0,0
0.12,0.35,0,0
0.13,0.35,0,0
0.14,0.35,0,0
0.15,0.35,0,0
0.16,0.35,0,0
0.17,0.35,0,0
0.18,0.35,0,0
0.19,0.35,0,0
0.2,0.35,0,0
0.21,0.35,0,0
0.22,0.35,0,0
0.23,0.35,0,0
0.24,0.35,0,0.04285714285714286
0.25,0.35,0,0.0761904761904762
0.26,0.35,0,0.10476190476190476
0.27,0.35,0,0.13333333333333333
0.28,0.35,0,0.1523809523809524
0.29,0.35,0,0.1761904761904762
0.3,0.35,0,0.20476190476190476
0.31,0.35,0,0.23333333333333334
0.32,0.35,0,0.2571428571428571
0.33,0.35,0,0.2857142857142857
0.34,0.35,0,0.3142857142857143
0.35,0.35,0,0.34285714285714286
0.36,0.35,0,0.37142857142857144
0.37,0.35,0,0.4
0.38,0.35,0,0.43333333333333335
0.39,0.35,0,0.4666666666666667
0.4,0.35,0,0.49523809523809526
0.41,0.35,0,0.5333333333333333
0.42,0.35,0,0.5714285714285714
0.43,0.35,0,0.6142857142857143
0.44,0.35,0,0.6428571428571429
0.45,0.35,0,0.6904761904761905
0.46,0.35,0,0.7380952380952381
0.47,0.35,0,0.780952380952381
0.48,0.35,0,0.8285714285714286
0.49,0.35,0,0.8857142857142857
0.5,0.35,0,0.9380952380952381
0.51,0.35,0,1
0.52,0.35,0,1
0.53,0.35,0,1
0.54,0.35,0,1
0.55,0.35,0,1
0.56,0.35,0,1
0.57,0.35,0,1
0.58,0.35,0,1
0.59,0.35,0,1
0.6,0.35,0,1
0.61,0.35,0,1
0.62,0.35,0,1
0.63,0.35,0,1
0.64,0.35,0,1
0.65,0.35,0,1
0.66,0.35,0,1
0.67,0.35,0,1
0.68,0.35,0,1
0.69,0.35,0,1
0.7,0.35,0,1
0.71,0.35,0,1
0.72,0.35,0,1
0.73,0.35,0,1
0.74,0.35,0,1
0.75,0.35,0,1
0.76,0.35,0,1
0.77,0.35,0,1
0.78,0.35,0,1
0.79,0.35,0,1
0.8,0.35,0,1
0.81,0.35,0,1
0.82,0.35,0,1
0.83,0.35,0,1
0.84,0.35,0,1
0.85,0.35,0,1
0.86,0.35,0,1
0.87,0.35,0,1
0.88,0.35,0,1
0.89,0.35,0,1
0.9,0.35,0,1
0.91,0.35,0,1
0.92,0.35,0,1
0.93,0.35,0,1
0.94,0.35,0,1
0.95,0.35,0,1
0.96,0.35,0,1
0.97,0.35,0,1
0.98,0.35,0,1
0.99,0.35,0,1
0,0.4,0,0
0.01,0.4,0,0
0.02,0.4,0,0
0.03,0.4,0,0
0.04,0.4,0,0
0.05,0.4,0,0
0.06,0.4,0,0
0.07,0.4,0,0
0.08,0.4,0,0
0.09,0.4,0,0
0.1,0.4,0,0
0.11,0.4,0,0
0.12,0.4,0,0
0.13,0.4,0,0
0.14,0.4,0,0
0.15,0.4,0,0
0.16,0.4,0,0
0.17,0.4,0,0
0.18,0.4,0,0
0.19,0.4,0,0
0.2,0.4,0,0
0.21,0.4,0,0
0.22,0.4,0,0
0.23,0.4,0,0
0.24,0.4,0,0
0.25,0.4,0,0.02857142857142857
0.26,0.4,0,0.06666666666666667
0.27,0.4,0,0.09047619047619047
0.28,0.4,0,0.11904761904761904
0.29,0.4,0,0.14285714285714285
0.3,0.4,0,0.16666666666666666
0.31,0.4,0,0.19047619047619047
0.32,0.4,0,0.20952380952380953
0.33,0.4,0,0.23809523809523808
0.34,0.4,0,0.2619047619047619
0.35,0.4,0,0.2904761904761905
0.36,0.4,0,0.319047619047619
0.37,0.4,0,0.34285714285714286
0.38,0.4,0,0.3761904761904762
0.39,0.4,0,0.40476190476190477
0.4,0.4,0,0.4380952380952381
0.41,0.4,0,0.47619047619047616
0.42,0.4,0,0.5
0.43,0.4,0,0.5380952380952381
0.44,0.4,0,0.5761904761904761
0.45,0.4,0,0.6190476190476191
0.46,0.4,0,0.6666666666666666
0.47,0.4,0,0.7
0.48,0.4,0,0.7380952380952381
0.49,0.4,0,0.7952380952380952
0.5,0.4,0,0.8476190476190476
0.51,0.4,0,0.9142857142857143
0.52,0.4,0,1
0.53,0.4,0,1
0.54,0.4,0,1
0.55,0.4,0,1
0.56,0.4,0,1
0.57,0.4,0,1
0.58,0.4,0,1
0.59,0.4,0,1
0.6,0.4,0,1
0.61,0.4,0,1
0.62,0.4,0,1
0.63,0.4,0,1
0.64,0.4,0,1
0.65,0.4,0,1
0.66,0.4,0,1
0.67,0.4,0,1
0.68,0.4,0,1
0.69,0.4,0,1
0.7,0.4,0,1
0.71,0.4,0,1
0.72,0.4,0,1
0.73,0.4,0,1
0.74,0.4,0,1
0.75,0.4,0,1
0.76,0.4,0,1
0.77,0.4,0,1
0.78,0.4,0,1
0.79,0.4,0,1
0.8,0.4,0,1
0.81,0.4,0,1
0.82,0.4,0,1
0.83,0.4,0,1
0.84,0.4,0,1
0.85,0.4,0,1
0.86,0.4,0,1
0.87,0.4,0,1
0.88,0.4,0,1
0.89,0.4,0,1
0.9,0.4,0,1
0.91,0.4,0,1
0.92,0.4,0,1
0.93,0.4,0,1
0.94,0.4,0,1
0.95,0.4,0,1
0.96,0.4,0,1
0.97,0.4,0,1
0.98,0.4,0,1
0.99,0.4,0,1
0,0.45,0,0
0.01,0.45,0,0
0.02,0.45,0,0
0.03,0.45,0,0
0.04,0.45,0,0
0.05,0.45,0,0
0.06,0.45,0,0
0.07,0.45,0,0
0.08,0.45,0,0
0.09,0.45,0,0
0.1,0.45,0,0
0.11,0.45,0,0
0.12,0.45,0,0
0.13,0.45,0,0
0.14,0.45,0,0
0.15,0.45,0,0
0.16,0.45,0,0
0.17,0.45,0,0
0.18,0.45,0,0
0.19,0.45,0,0
0.2,0.45,0,0
0.21,0.45,0,0
0.22,0.45,0,0
0.23,0.45,0,0
0.24,0.45,0,0
0.25,0.45,0,0
0.26,0.45,0,0.01904761904761905
0.27,0.45,0,0.05714285714285714
0.28,0.45,0,0.08571428571428572
0.29,0.45,0,0.10476190476190476
0.3,0.45,0,0.13333333333333333
0.31,0.45,0,0.1523809523809524
0.32,0.45,0,0.1761904761904762
0.33,0.45,0,0.19523809523809524
0.34,0.45,0,0.21904761904761905
0.35,0.45,0,0.24285714285714285
0.36,0.45,0,0.26666666666666666
0.37,0.45,0,0.29523809523809524
0.38,0.45,0,0.3238095238095238
0.39,0.45,0,0.3523809523809524
0.4,0.45,0,0.3761904761904762
0.41,0.45,0,0.40476190476190477
0.42,0.45,0,0.4380952380952381
0.43,0.45,0,0.47619047619047616
0.44,0.45,0,0.5047619047619047
0.45,0.45,0,0.5523809523809524
0.46,0.45,0,0.5857142857142857
0.47,0.45,0,0.6238095238095238
0.48,0.45,0,0.6666666666666666
0.49,0.45,0,0.7142857142857143
0.5,0.45,0,0.7619047619047619
0.51,0.45,0,0.8238095238095238
0.52,0.45,0,0.8857142857142857
0.53,0.45,0,0.9761904761904762
0.54,0.45,0,1
0.55,0.45,0,1
0.56,0.45,0,1
0.57,0.45,0,1
0.58,0.45,0,1
0.59,0.45,0,1
0.6,0.45,0,1
0.61,0.45,0,1
0.62,0.45,0,1
0.63,0.45,0,1
0.64,0.45,0,1
0.65,0.45,0,1
0.66,0.45,0,1
0.67,0.45,0,1
0.68,0.45,0,1
0.69,0.45,0,1
0.7,0.45,0,1
0.71,0.45,0,1
0.72,0.45,0,1
0.73,0.45,0,1
0.74,0.45,0,1
0.75,0.45,0,1
0.76,0.45,0,1
0.77,0.45,0,1
0.78,0.45,0,1
0.79,0.45,0,1
0.8,0.45,0,1
0.81,0.45,0,1
0.82,0.45,0,1
0.83,0.45,0,1
0.84,0.45,0,1
0.85,0.45,0,1
0.86,0.45,0,1
0.87,0.45,0,1
0.88,0.45,0,1
0.89,0.45,0,1
0.9,0.45,0,1
0.91,0.45,0,1
0.92,0.45,0,1
0.93,0.45,0,1
0.94,0.45,0,1
0.95,0.45,0,1
0.96,0.45,0,1
0.97,0.45,0,1
0.98,0.45,0,1
0.99,0.45,0,1
0,0.5,0,0
0.01,0.5,0,0
0.02,0.5,0,0
0.03,0.5,0,0
0.04,0.5,0,0
0.05,0.5,0,0
0.06,0.5,0,0
0.07,0.5,0,0
0.08,0.5,0,0
0.09,0.5,0,0
0.1,0.5,0,0
0.11,0.5,0,0
0.12,0.5,0,0
0.13,0.5,0,0
0.14,0.5,0,0
0.15,0.5,0,0
0.16,0.5,0,0
0.17,0.5,0,0
0.18,0.5,0,0
0.19,0.5,0,0
0.2,0.5,0,0
0.21,0.5,0,0
0.22,0.5,0,0
0.23,0.5,0,0
0.24,0.5,0,0
0.25,0.5,0,0
0.26,0.5,0,0
0.27,0.5,0,0.004761904761904762
0.28,0.5,0,0.047619047619047616
0.29,0.5,0,0.07142857142857142
0.3,0.5,0,0.1
0.31,0.5,0,0.11904761904761904
0.32,0.5,0,0.1380952380952381
0.33,0.5,0,0.15714285714285714
0.34,0.5,0,0.19047619047619047
0.35,0.5,0,0.21428571428571427
0.36,0.5,0,0.23333333333333334
0.37,0.5,0,0.2571428571428571
0.38,0.5,0,0.28095238095238095
0.39,0.5,0,0.3047619047619048
